sen	label	f_w	f_p	f_weight	p_weight
of course i have the early appointment at the dmv and the computer crash last night great morning	1	0	0	[0.08066856116056442, 0.08066920191049576, 0.029676539823412895, 0.08066852390766144, 0.08001700043678284, 0.029676539823412895, 0.08050330728292465, 0.029676539823412895, 0.029676539823412895, 0.08066852390766144, 0.08001700043678284, 0.029676539823412895, 0.029676539823412895, 0.08066920191049576, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895]	[0.1377091109752655, 0.03573852404952049, 0.09616011381149292, 0.018649868667125702, 0.04010003060102463, 0.019202886149287224, 0.018645325675606728, 0.018636900931596756, 0.018637031316757202, 0.01863696053624153, 0.08224715292453766, 0.137708842754364, 0.12389347702264786, 0.018653420731425285, 0.020122382789850235, 0.03905162215232849, 0.03905162215232849, 0.03905162215232849, 0.03905162215232849, 0.03905162215232849]
school . there ' s a fun time woo	0	0	0	[0.03139762952923775, 0.08534758538007736, 0.08435609191656113, 0.08534756302833557, 0.03139762952923775, 0.08532469719648361, 0.03139762952923775, 0.08078240603208542, 0.03139762952923775, 0.08532469719648361, 0.08534756302833557, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775, 0.03139762952923775]	[0.02042960748076439, 0.15092666447162628, 0.021130869165062904, 0.02117498405277729, 0.08697982877492905, 0.020754046738147736, 0.021413972601294518, 0.02042616531252861, 0.020427340641617775, 0.15092848241329193, 0.020425964146852493, 0.1264154613018036, 0.02042602002620697, 0.02070414461195469, 0.06343472748994827, 0.04280037432909012, 0.04280037432909012, 0.04280037432909012, 0.04280037432909012, 0.04280037432909012]
love when the internet go down at work ! not	1	0	0	[0.028786055743694305, 0.028786055743694305, 0.0528753325343132, 0.07824606448411942, 0.07824815809726715, 0.028786055743694305, 0.07824812084436417, 0.07760953158140182, 0.028786055743694305, 0.078233502805233, 0.07824251055717468, 0.078233502805233, 0.033954598009586334, 0.07824824750423431, 0.028786055743694305, 0.028786055743694305, 0.028786055743694305, 0.028786055743694305, 0.028786055743694305, 0.028786055743694305]	[0.02245069108903408, 0.024163564667105675, 0.02107006311416626, 0.15568684041500092, 0.021113872528076172, 0.023895084857940674, 0.02114924229681492, 0.046596709638834, 0.03028433956205845, 0.02148742973804474, 0.035693954676389694, 0.1554378718137741, 0.021974490955471992, 0.15568684041500092, 0.02256043255329132, 0.04414975270628929, 0.04414975270628929, 0.04414975270628929, 0.04414975270628929, 0.04414975270628929]
time to get excite for hydraulics ! yeah buddy !	0	0	0	[0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.11505929380655289, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.04905075579881668, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.11523237079381943, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168, 0.04239162057638168]	[0.02888772264122963, 0.021103642880916595, 0.08304351568222046, 0.09006761759519577, 0.13681873679161072, 0.01883452758193016, 0.13579830527305603, 0.023393547162413597, 0.01889304630458355, 0.018835658207535744, 0.0190290454775095, 0.018838433548808098, 0.01883874647319317, 0.1391689032316208, 0.03112071193754673, 0.039465587586164474, 0.039465587586164474, 0.039465587586164474, 0.039465587586164474, 0.039465587586164474]
gon na have to do another unfollow spree later today , yeah , those be always fun . damn you follow limit	1	0	0	[0.033356986939907074, 0.08839382976293564, 0.033356986939907074, 0.033356986939907074, 0.09065163135528564, 0.033356986939907074, 0.09027375280857086, 0.033356986939907074, 0.033356986939907074, 0.08331592381000519, 0.08980945497751236, 0.033356986939907074, 0.033356986939907074, 0.090557761490345, 0.033356986939907074, 0.033356986939907074, 0.033356986939907074, 0.033356986939907074, 0.033356986939907074, 0.033356986939907074]	[0.02404027432203293, 0.018457461148500443, 0.018425418063998222, 0.07762222737073898, 0.023057466372847557, 0.018421631306409836, 0.018480932340025902, 0.018420087173581123, 0.13498520851135254, 0.1360519528388977, 0.12370047718286514, 0.01869293488562107, 0.021499792113900185, 0.1354353129863739, 0.019723080098628998, 0.038597188889980316, 0.038597188889980316, 0.038597188889980316, 0.038597188889980316, 0.038597188889980316]
woo ! so excited ! first day of school !	0	1	1	[0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.12511375546455383, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606]	[0.02103380113840103, 0.15184013545513153, 0.023455556482076645, 0.020552270114421844, 0.09640032052993774, 0.1518361121416092, 0.022401798516511917, 0.135420024394989, 0.020549418404698372, 0.020549343898892403, 0.020564362406730652, 0.020785341039299965, 0.020731700584292412, 0.020557556301355362, 0.03802793473005295, 0.04305890202522278, 0.04305890202522278, 0.04305890202522278, 0.04305890202522278, 0.04305890202522278]
i can not even describe how excited i be to go cook noodle for 3 hour	1	0	0	[0.0827859491109848, 0.030455248430371284, 0.0827859491109848, 0.0827857255935669, 0.030455248430371284, 0.08278495818376541, 0.08278500288724899, 0.030455248430371284, 0.07449381798505783, 0.08278591930866241, 0.06332941353321075, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284, 0.030455248430371284]	[0.11656509339809418, 0.10838372260332108, 0.11656509339809418, 0.11330738663673401, 0.016176413744688034, 0.11656507849693298, 0.016629202291369438, 0.015775375068187714, 0.03047361597418785, 0.01580285280942917, 0.10533463209867477, 0.015780575573444366, 0.01580008678138256, 0.015779947862029076, 0.015783026814460754, 0.033055588603019714, 0.033055588603019714, 0.033055588603019714, 0.033055588603019714, 0.033055588603019714]
go in to work for 2 hour be totally worth the 35 min drive !	1	1	1	[0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.10066910088062286, 0.10066085308790207, 0.03703409433364868, 0.041832875460386276, 0.10066085308790207, 0.03703409433364868, 0.10066472738981247, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868, 0.03703409433364868]	[0.03914637863636017, 0.011710735969245434, 0.08606236428022385, 0.012385644018650055, 0.01169433444738388, 0.014897732064127922, 0.011675216257572174, 0.08626416325569153, 0.08626416325569153, 0.08626416325569153, 0.08626416325569153, 0.08626416325569153, 0.08626416325569153, 0.08626416325569153, 0.08626416325569153, 0.024462835863232613, 0.024462835863232613, 0.024462835863232613, 0.024462835863232613, 0.024462835863232613]
feel like crap , tomorrow should be great . throat hurt allergy	0	0	0	[0.0705689787864685, 0.06069045513868332, 0.0705689787864685, 0.07056896388530731, 0.07056859880685806, 0.0705689787864685, 0.0705689787864685, 0.0705689787864685, 0.025960877537727356, 0.025960877537727356, 0.07054101675748825, 0.0705689787864685, 0.025960877537727356, 0.0705689787864685, 0.025960877537727356, 0.025960877537727356, 0.025960877537727356, 0.025960877537727356, 0.025960877537727356, 0.025960877537727356]	[0.12031267583370209, 0.12031267583370209, 0.12031267583370209, 0.01741725020110607, 0.016332970932126045, 0.12031267583370209, 0.01681501232087612, 0.01643703132867813, 0.0162825770676136, 0.02977301925420761, 0.04291408509016037, 0.12031267583370209, 0.016739152371883392, 0.03755353018641472, 0.01758037507534027, 0.03411833196878433, 0.03411833196878433, 0.03411833196878433, 0.03411833196878433, 0.03411833196878433]
i just love all this rain	0	0	0	[0.069877028465271, 0.069877028465271, 0.06987254321575165, 0.025706324726343155, 0.069877028465271, 0.069877028465271, 0.025706324726343155, 0.069877028465271, 0.069877028465271, 0.069877028465271, 0.069877028465271, 0.069877028465271, 0.025706324726343155, 0.069877028465271, 0.025706324726343155, 0.025706324726343155, 0.025706324726343155, 0.025706324726343155, 0.025706324726343155, 0.025706324726343155]	[0.1836196780204773, 0.02485175058245659, 0.02485184744000435, 0.02485920488834381, 0.024897953495383263, 0.024854037910699844, 0.024857016280293465, 0.024851735681295395, 0.1800181120634079, 0.02557038702070713, 0.07227550446987152, 0.02494453452527523, 0.026420142501592636, 0.02592609077692032, 0.026832444593310356, 0.052073873579502106, 0.052073873579502106, 0.052073873579502106, 0.052073873579502106, 0.052073873579502106]
i miss user ! need to see you heart 	0	0	0	[0.03280332684516907, 0.08916445076465607, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.08916869014501572, 0.08916540443897247, 0.08916869014501572, 0.034508246928453445, 0.08916869014501572, 0.03280332684516907, 0.0891418531537056, 0.03687380254268646, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907]	[0.024262621998786926, 0.1727820485830307, 0.023457281291484833, 0.02837793529033661, 0.023582998663187027, 0.026586607098579407, 0.03280764818191528, 0.02350020408630371, 0.1713465452194214, 0.023828988894820213, 0.02351335808634758, 0.035612963140010834, 0.0720849484205246, 0.04765823483467102, 0.02483685500919819, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201]
dear teva , thank you for wake me up every few hour by howl . your just try to be mother nature alarm clock .	1	0	0	[0.034077614545822144, 0.034077614545822144, 0.06222708895802498, 0.034077614545822144, 0.034077614545822144, 0.09228191524744034, 0.09052348881959915, 0.09261772781610489, 0.034077614545822144, 0.09263153374195099, 0.034077614545822144, 0.034077614545822144, 0.034077614545822144, 0.09263153374195099, 0.034077614545822144, 0.034077614545822144, 0.034077614545822144, 0.034077614545822144, 0.034077614545822144, 0.034077614545822144]	[0.02038012072443962, 0.12432258576154709, 0.0320427380502224, 0.016826288774609566, 0.016826627776026726, 0.017296502366662025, 0.1144101470708847, 0.016894355416297913, 0.01716662384569645, 0.0836162269115448, 0.08432890474796295, 0.12030639499425888, 0.016967223957180977, 0.12432258576154709, 0.01801546849310398, 0.03525546193122864, 0.03525546193122864, 0.03525546193122864, 0.03525546193122864, 0.03525546193122864]
they need to bring back the kwik - e - mart . lls	0	1	1	[0.09508666396141052, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.09507458657026291, 0.09508666396141052, 0.03498043119907379, 0.03498043119907379, 0.09497474133968353, 0.03498043119907379, 0.0950707197189331, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379]	[0.012128300033509731, 0.08883178234100342, 0.01670779474079609, 0.08907990157604218, 0.012162923812866211, 0.08907990157604218, 0.08907990157604218, 0.08907990157604218, 0.08835647255182266, 0.012065618298947811, 0.08907990157604218, 0.0120814498513937, 0.01206042431294918, 0.08481915295124054, 0.08907990157604218, 0.025261323899030685, 0.025261323899030685, 0.025261323899030685, 0.025261323899030685, 0.025261323899030685]
i miss user ! need to see you heart 	0	0	0	[0.042764198035001755, 0.042764198035001755, 0.11624513566493988, 0.11399928480386734, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755, 0.042764198035001755]	[0.01623884029686451, 0.10727953165769577, 0.11662999540567398, 0.11662999540567398, 0.015844671055674553, 0.015894953161478043, 0.015867065638303757, 0.11662999540567398, 0.11662999540567398, 0.01595642976462841, 0.015785764902830124, 0.015786288306117058, 0.11662999540567398, 0.01578415371477604, 0.01704225316643715, 0.033073995262384415, 0.033073995262384415, 0.033073995262384415, 0.033073995262384415, 0.033073995262384415]
anzhi join lfc , bsc young boy & udinese in group a of the europa league . bring them on , redmen ! ynwa	0	0	0	[0.08066856116056442, 0.08066920191049576, 0.029676539823412895, 0.08066852390766144, 0.08001700043678284, 0.029676539823412895, 0.08050330728292465, 0.029676539823412895, 0.029676539823412895, 0.08066852390766144, 0.08001700043678284, 0.029676539823412895, 0.029676539823412895, 0.08066920191049576, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895, 0.029676539823412895]	[0.1377091109752655, 0.03573852404952049, 0.09616011381149292, 0.018649868667125702, 0.04010003060102463, 0.019202886149287224, 0.018645325675606728, 0.018636900931596756, 0.018637031316757202, 0.01863696053624153, 0.08224715292453766, 0.137708842754364, 0.12389347702264786, 0.018653420731425285, 0.020122382789850235, 0.03905162215232849, 0.03905162215232849, 0.03905162215232849, 0.03905162215232849, 0.03905162215232849]
first day of senior year woohoo	0	0	0	[0.030381375923752785, 0.08228263258934021, 0.042058203369379044, 0.0825725570321083, 0.08258514106273651, 0.08258505910634995, 0.030381375923752785, 0.030381375923752785, 0.07719479501247406, 0.042058203369379044, 0.08228263258934021, 0.08050864934921265, 0.030381375923752785, 0.042058203369379044, 0.030381375923752785, 0.030381375923752785, 0.030381375923752785, 0.030381375923752785, 0.030381375923752785, 0.030381375923752785]	[0.020289046689867973, 0.11180265247821808, 0.020192626863718033, 0.14752338826656342, 0.01996523141860962, 0.019965127110481262, 0.02511877752840519, 0.020853135734796524, 0.14752338826656342, 0.020041966810822487, 0.1425006240606308, 0.020162308588624, 0.022627202793955803, 0.021959785372018814, 0.030301084741950035, 0.0418347604572773, 0.0418347604572773, 0.0418347604572773, 0.0418347604572773, 0.0418347604572773]
why on earth be spurs trend !	0	0	0	[0.03280332684516907, 0.08916445076465607, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.08916869014501572, 0.08916540443897247, 0.08916869014501572, 0.034508246928453445, 0.08916869014501572, 0.03280332684516907, 0.0891418531537056, 0.03687380254268646, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907]	[0.024262621998786926, 0.1727820485830307, 0.023457281291484833, 0.02837793529033661, 0.023582998663187027, 0.026586607098579407, 0.03280764818191528, 0.02350020408630371, 0.1713465452194214, 0.023828988894820213, 0.02351335808634758, 0.035612963140010834, 0.0720849484205246, 0.04765823483467102, 0.02483685500919819, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201]
